question_id,question,gold_answer,ner_tag,level_A,n_correct_A,level_B,n_correct_B,agreement
sfq_901,What is the name of Beethoven's only opera?,Fidelio,WORK_OF_ART,strong-knows,3,strong-knows,3,True
sfq_9018,Who played Hotlips Houlihan in the 1972 film MASH?,SALLY KELLERMAN,PERSON,strong-knows,3,strong-knows,3,True
sfq_9024,"In John Bunyan's Pilgrim's Progress, where did the Giant Despair live?",DOUBTING CASTLE,FAC,strong-knows,3,strong-knows,3,True
sfq_9379,"Which car manufacturer produces models called Concerto, Inspire, Legend, Torneo, etc?",Honda,ORG,strong-knows,3,strong-knows,3,True
sfq_9389,Who won the BDO World Professional Darts Championship in 2009. (his nickname is The Count')?,Ted Hankey,PERSON,doesn't-know,0,strong-knows,3,False
sfq_9492,Which sea lies off the Great Barrier Reef?,Coral Sea,LOC,strong-knows,3,strong-knows,3,True
sfq_9710,"What was the name of the second wife of Johnny Cash, who he married in 1968?",June Carter,PERSON,strong-knows,3,strong-knows,3,True
sfq_9787,"Smock, post and tower are types of what?",WINDMILLS,PRODUCT,strong-knows,3,strong-knows,3,True
sfq_9819,"In 1842, what was ceded to Britain by the Treaty of Nanking?",HONG KONG,GPE,strong-knows,3,strong-knows,3,True
sfq_985,With which orchestra was Arthur Fiedler (who died in 1979) most associated?,The Boston Pops,ORG,strong-knows,3,strong-knows,3,True
sfq_9878,"In Verdi's opera 'Rigoletto', what is the name of the daughter of the title character?",GILDA,PERSON,strong-knows,3,strong-knows,3,True
sfq_9902,"""Who wrote the 1993 Booker Prize winning novel """"Paddy Clarke Ha Ha Ha""""?""",Roddy Doyle,PERSON,strong-knows,3,strong-knows,3,True
sfq_9926,How many dot positions are usually used in each letter of the Braille system?,Six,CARDINAL,strong-knows,3,strong-knows,3,True
sfq_9993,"In computing, what started life at Stanford University as 'backrub'?",Google search engine,ORG,weak-knows,2,strong-knows,3,False
tb_1113,"A 'triskelion', a symbol consisting of three bent human legs is featured on the flag of which British crown dependency?",Isle of Man,GPE,strong-knows,3,strong-knows,3,True
tb_1150,"Luzon, Visayas and Mindanao form the three major island groups of which country?",The Philippines,GPE,strong-knows,3,strong-knows,3,True
tb_1315,What battle of the Middle Ages fought on Saint Crispin's Day has been immortalized by a speech that references the day in a Shakespearean history play?,Battle of Agincourt (1415),EVENT,strong-knows,3,strong-knows,3,True
tb_1408,"The Battle of the Plains of Abraham in 1759, a pivotal battle in the Seven Years' War fought between the English and the French, is the only major confrontation ever to have taken place in what country?",Canada,GPE,strong-knows,3,strong-knows,3,True
tb_1521,"Great short-stories like The Gift of the Magi, The Ransom of Red Chief, and The Cop and the Anthem are from what collection of O. Henry that was a reaction to a statement that only four hundred people mattered in New York?",The Four Million,WORK_OF_ART,strong-knows,3,strong-knows,3,True
tb_1590,A fictional species of great apes called 'Mangani' are responsible for raising which popular character?,Tarzan,PERSON,strong-knows,3,strong-knows,3,True
tb_1738,Washington Irving's classic story Rip Van Winkle is set in which geographic region of New York state?,Catskills,LOC,strong-knows,3,strong-knows,3,True
tb_1764,"""The 1902 guitar composition """"Gran Vals"""" by the Spanish composer Francisco Tárrega would have remained obscure but for corporate executive Anssi Vanjoki selecting it for something in 1993. How do millions of people recognize it now?""",Nokia tune,WORK_OF_ART,strong-knows,3,strong-knows,3,True
tb_1860,What is the better known name of the English singer Yusuf Islam who converted to Islam in 1977 at the height of his fame?,Cat Stevens,PERSON,strong-knows,3,strong-knows,3,True
tb_1863,"""'The Doors' generated a controversy with the single """"Hello, I Love You"""" in 1968 when the press pointed out it's resemblance to the 1965 hit """"All Day and All of the Night"""" of which band?""",The Kinks,ORG,strong-knows,3,strong-knows,3,True
tb_2313,"In 2009, the tennis player Shahar Peer was prevented from playing at the Dubai Tennis Championships after she was denied a visa mainly for her nationality. Which country was she representing?",Israel,GPE,strong-knows,3,strong-knows,3,True
tb_343,The American journalist Ida Tarbell is known for her expose of the corrupt practices of which giant company? John D. Rockefeller probably hated her!,Standard Oil,ORG,strong-knows,3,strong-knows,3,True
tb_409,"""Commenting on the death of screenwriter Ruth Prawer Jhabvala in April 2013, which film company issued the statement """"The passing of our two-time Academy Award winning screenwriter is a significant loss to the global film community.""""?""",Merchant Ivory Productions,ORG,strong-knows,3,strong-knows,3,True
tb_422,The documentary Lousy Little Sixpence (1983) and the feature-film Rabbit-Proof Fence (2002) focus on 'Stolen Generations' in which country?,Australia,GPE,strong-knows,3,strong-knows,3,True
tb_647,"What is the second-largest day for U.S. food consumption, after Thanksgiving Day?",Super Bowl Sunday,EVENT,strong-knows,3,strong-knows,3,True
tb_889,The organization Medecins Sans Frontieres (Doctors without Borders) was created in 1971 as an aftermath of what humanitarian crisis in Africa?,Biafra secession,EVENT,strong-knows,3,strong-knows,3,True
tb_924,"What are Cohíba, Hoyo de Monterrey, Montecristo, Partagás, Romeo y Julieta and Quintero?",Cuban cigars,PRODUCT,strong-knows,3,strong-knows,3,True
tc_1004,Who had a 60s No 1 with Downtown?,Petula Clark,PERSON,strong-knows,3,strong-knows,3,True
tc_1028,"In music, who was Sweet and Innocent and Too Young?",Donny Osmond,PERSON,strong-knows,3,strong-knows,3,True
tc_1069,In which American state is the Isabella Stewart Gardner Museum?,Massachusetts,GPE,strong-knows,3,strong-knows,3,True
tc_1176,Which Oscar-nominated film had You Sexy Thing as its theme song?,The Full Monty,WORK_OF_ART,strong-knows,3,strong-knows,3,True
tc_1181,Which much-loved actor won the Best Actor Oscar for The Philadelphia Story?,James Stewart,PERSON,strong-knows,3,strong-knows,3,True
tc_1254,Marc Dutroux hit the headlines over a 'house of horrors' in which country?,Belgium,GPE,strong-knows,3,strong-knows,3,True
tc_1341,Who succeeded Brezhnev as Soviet premier?,Andropov,PERSON,strong-knows,3,strong-knows,3,True
tc_1977,South Pacific was set during which war?,WWII,EVENT,strong-knows,3,strong-knows,3,True
tc_217,Which volcano in Tanzania is the highest mountain in Africa?,Kilimanjaro,LOC,strong-knows,3,strong-knows,3,True
tc_2191,Which singer had a big 60s No 1 with Roses Are Red?,Bobby Vinton,PERSON,strong-knows,3,strong-knows,3,True
tc_2300,Which caped crusader operated in Gotham City?,Batman,PERSON,strong-knows,3,strong-knows,3,True
tc_2306,Who did Jack Ruby shoot in November 1963?,Lee Harvey Oswald,PERSON,strong-knows,3,strong-knows,3,True
tc_2380,In what year was the first Tarzan novel published?,1914,DATE,doesn't-know,0,doesn't-know,0,True
tc_241,Of which African country is Niamey the capital?,Niger,GPE,strong-knows,3,strong-knows,3,True
tc_2524,Which crusade was led by Philip II Augustus of France and Richard I of England?,Third crusade,EVENT,strong-knows,3,strong-knows,3,True
tc_2556,"In which battle did Harold II, the last Saxon king, lose his life?",Battle of Hastings,EVENT,strong-knows,3,strong-knows,3,True
tc_2580,In which country is the castle that gives the Habsburg dynasty its name?,Switzerland,GPE,strong-knows,3,strong-knows,3,True
tc_2687,Which builder of steam engines formed a successful partnership with Matthew Boulton?,James Watt,PERSON,strong-knows,3,strong-knows,3,True
tc_280,Who directed the classic 30s western Stagecoach?,John Ford,PERSON,strong-knows,3,strong-knows,3,True
tc_3120,Who was the first man to walk on the Moon?,Neil Armstrong,PERSON,strong-knows,3,strong-knows,3,True
tc_49,Who had a 70s No 1 hit with Kiss You All Over?,Exile,ORG,strong-knows,3,strong-knows,3,True
tc_518,What was Eddie Murphy's first movie?,48 Hours,WORK_OF_ART,strong-knows,3,strong-knows,3,True
tc_559,Kim Carnes' nine weeks at No 1 with Bette Davis Eyes was interrupted for one week by which song?,Stars on 45 medley,WORK_OF_ART,doesn't-know,0,doesn't-know,0,True
tc_664,In which state was Gene Vincent born?,Virginia,GPE,strong-knows,3,weak-knows,2,False
tc_678,Who had a 70s No 1 hit with Let's Do It Again?,The Staple Singers,ORG,strong-knows,3,strong-knows,3,True
tc_723,Which artist David was born in Bradford UK?,Hockney,PERSON,strong-knows,3,strong-knows,3,True
tc_955,Bandar Seri Begawan International airport is in which country?,Brunei,GPE,strong-knows,3,strong-knows,3,True
wh_1013,In which northern English city will you find the Royal Armouries Museum?,LEEDS,GPE,strong-knows,3,strong-knows,3,True
wh_1193,Which 18th century stately home is situated one mile south of Woodstock in Oxfordshire?,BLENHEIM PALACE,FAC,strong-knows,3,strong-knows,3,True
wh_1303,"Having a height of 3,478 metres, Mount Mulhacen is the highest mainland point of which country?",SPAIN,GPE,strong-knows,3,strong-knows,3,True
wh_1348,"Created in 1952, which is Britain's only coastal National Park?",PEMBROKESHIRE COAST NATIONAL PARK,LOC,strong-knows,3,strong-knows,3,True
wh_1355,In which sea are the Cayman Islands?,CARIBBEAN,LOC,strong-knows,3,strong-knows,3,True
wh_1412,Which British king married Mary of Teck?,GEORGE V,PERSON,strong-knows,3,strong-knows,3,True
wh_1493,"""In the 1964 book """"Charlie and the Chocolate Factory"""" by Roald Dahl, what is the name of the young girl who is described as 'a girl who is spoiled by her parents'? She is the second person to find a golden ticket and the third to be ejected from the tour.""",VERUCA SALT,PERSON,strong-knows,3,strong-knows,3,True
wh_1581,"""""""Because I'm worth it"""" was the advertising slogan for which product on TV?""",L'OREAL,ORG,strong-knows,3,strong-knows,3,True
wh_1754,"""""""The Black Gang"""" in 1922 and """"Temple Tower"""" in 1929 were books that featured which fictional character created by Cyrile McNeile?""",BULLDOG DRUMMOND,PERSON,strong-knows,3,strong-knows,3,True
wh_187,Near which village in North Wales were the rowing events held at the 1958 British Empire and Commonwealth Games?,LLANBERIS,GPE,doesn't-know,0,doesn't-know,0,True
wh_1889,"""Which Scottish actor, born in Paisley, starred in the movies """"300"""", """"Law Abiding Citizen"""" and """"P.S. I love you"""" ?""",GERARD BUTLER,PERSON,strong-knows,3,strong-knows,3,True
wh_1933,Who bought the McDonalds fast food outlet business from the McDonald brothers in 1961 and went on to build the business into a world wide billion dollar business ?,RAY CROC,PERSON,strong-knows,3,strong-knows,3,True
wh_1998,Which saint established a monastery and Christian community on the island of Lindisfarne in the year 635 ?,ST AIDAN,PERSON,strong-knows,3,strong-knows,3,True
wh_2051,"""""""The Hunchback of Notre Dame"""" by Victor Hugo is one of the greatest ever French novels. What is the original French title of the book ?""",NOTRE DAME DE PARIS,WORK_OF_ART,strong-knows,3,strong-knows,3,True
wh_2105,What is the chief river of Burma ?,IRRAWADDY,LOC,strong-knows,3,strong-knows,3,True
wh_2376,"In the 1971 Number One hit Ernie by Benny Hill, what was the name of Ernie's horse who was kicked by his rival, Two-ton Ted from Teddington?",TRIGGER,PERSON,guess,1,strong-knows,3,False
wh_2594,Which film director visited the deepest point on Earth in 2012 ?,JAMES CAMERON,PERSON,strong-knows,3,strong-knows,3,True
wh_2657,Who is the current Secretary-General of the United Nations ?,BAN KI MOON,PERSON,doesn't-know,0,doesn't-know,0,True
wh_2692,Which entertainer was known as ' The Brazilian Bombshell ' ?,CARMEN MIRANDA,PERSON,strong-knows,3,strong-knows,3,True
wh_2747,Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?,BARACK OBAMA,PERSON,strong-knows,3,strong-knows,3,True
wh_3039,"Which famous stage production, first seen in 1973, contains a scruffily dressed hunchback named Riff Raff?",THE ROCKY HORROR SHOW,WORK_OF_ART,strong-knows,3,strong-knows,3,True
wh_3204,The book The Red badge of Courage was set during which war?,AMERICAN CIVIL WAR,EVENT,strong-knows,3,strong-knows,3,True
wh_3212,What was the name of the influential book club founded by Victor Gollancz in 1936?,THE LEFT BOOK CLUB,ORG,strong-knows,3,strong-knows,3,True
wh_3323,"""Which Shakespeare play features the line: """" The play's the thing / Wherein I'll catch the conscience of the king. """" ?""",HAMLET,WORK_OF_ART,strong-knows,3,strong-knows,3,True
wh_3457,Which English football club used to play their home matches at The Old Show Ground until moving to their current stadium in 1988 ?,SCUNTHORPE UNITED,ORG,strong-knows,3,strong-knows,3,True
wh_3534,What was the title of the fourth 'Alien' film starring Sigourney Weaver ?,ALIEN RESURRECTION,WORK_OF_ART,strong-knows,3,strong-knows,3,True
wh_3542,Who recorded the original version of the song When A Man Loves A Woman ?,PERCY SLEDGE,PERSON,strong-knows,3,strong-knows,3,True
wh_3748,What is the surname of singer Florence of 'Florence and the Machine' ?,WELCH,PERSON,strong-knows,3,strong-knows,3,True
wh_3836,What was the surname of the 19th president of the USA who had the first christian name Rutherford ?,HAYES,PERSON,strong-knows,3,strong-knows,3,True
wh_3877,"Opened by Sir Ranulph Fiennes, The Drumnadrochit Hotel situated in the Scottish Highlands is a tourist attraction that centres on which famous Scottish figure ?",LOCH NESS MONSTER,PERSON,strong-knows,3,strong-knows,3,True
wh_3928,"""Which North African food dish made of coarsely ground wheat takes it’s name from the Arabic word Kaskasa meaning """"To Pound"""" ?""",COUSCOUS,PRODUCT,strong-knows,3,strong-knows,3,True
wh_4011,Johnny Weissmuller and Ron Ely are famous for playing which character on screen ?,TARZAN,PERSON,strong-knows,3,strong-knows,3,True
wh_4111,"Which Scottish actor played the butler Hudson in the original series of ITV's Upstairs, Downstairs ?",GORDON JACKSON,PERSON,strong-knows,3,strong-knows,3,True
wh_4276,"According to the Old Testament, who was the wife of Abraham and the mother of Isaac ?",SARAH,PERSON,strong-knows,3,strong-knows,3,True
wh_4281,Which TV creatures ate Blue String Pudding ?,THE CLANGERS,PERSON,doesn't-know,0,doesn't-know,0,True
wh_4300,Who wrote the musical Blood Brothers ?,WILLY RUSSELL,PERSON,strong-knows,3,strong-knows,3,True
wh_515,"In 1984, in Bophal, India, there was a leak of 30 tons of methyl isocyanate, which resulted in the deaths of 25,000 people. What American chemical company owned the plant where the leak occurred?",UNION CARBIDE,ORG,strong-knows,3,strong-knows,3,True
wh_59,The pose that Evans-Loude used came from which of Marilyn Monroe's films?,THE SEVEN YEAR ITCH,WORK_OF_ART,strong-knows,3,strong-knows,3,True
wh_736,In which English city will you find the Ashmolean museum?,OXFORD,GPE,strong-knows,3,strong-knows,3,True
wh_847,Caroline of Brunswick was the queen consort of which British King?,GEORGE IV,PERSON,strong-knows,3,strong-knows,3,True
wh_934,"""Who is the principal actor who plays a character named Michael Blomqvist in the 2011 film """"The Girl with the Dragon Tattoo""""?""",DANIEL CRAIG,PERSON,strong-knows,3,strong-knows,3,True
